ip,subnet_24,zone_label,service_type,service_confidence,ports,protocols,community,degree,in_degree,out_degree,anomaly_score,anomaly_level,is_anomaly
10.28.2.147,10.28.2,"10.28.2|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.2.22,10.28.2,10.28.2|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.28.3.20,10.28.3,"10.28.3|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,259,2,5570,10,0.0611,Low,False
10.28.2.148,10.28.2,"10.28.2|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,132,2,5582,10,0.0611,Low,False
10.28.2.15,10.28.2,"10.28.2|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.2.16,10.28.2,"10.28.2|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.2.19,10.28.2,"10.28.2|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.3.13,10.28.3,"10.28.3|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.2.142,10.28.2,"10.28.2|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.3.14,10.28.3,"10.28.3|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.2.143,10.28.2,"10.28.2|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.3.15,10.28.3,"10.28.3|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.118,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.154,10.28.11,10.28.11|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.28.11.149,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.106,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.103,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.104,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.102,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.101,10.28.13,10.28.13|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.28.11.130,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.128,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.123,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.95,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.121,10.28.11,10.28.11|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.28.12.93,10.28.12,10.28.12|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.28.13.100,10.28.13,10.28.13|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.28.13.98,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.117,10.28.11,10.28.11|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.28.11.116,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.92,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.97,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.10,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.102,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.11,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.111,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.19,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.21,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.22,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.38,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.23,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.39,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.44,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.45,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.46,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.47,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.53,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.54,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.56,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.58,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.65,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.76,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.7,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.11.8,10.28.11,"10.28.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.14,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.15,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.17,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.18,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.21,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.27,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.28,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.35,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.36,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.37,10.28.12,10.28.12|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.28.12.38,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.46,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.49,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.47,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.45,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.43,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.5,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.6,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.71,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.72,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.73,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.96,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.12.97,10.28.12,"10.28.12|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.12,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.14,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.15,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.21,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.27,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.28,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.37,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.38,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.46,10.28.13,10.28.13|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.28.13.64,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.49,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.51,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.52,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.58,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.6,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.63,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.48,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.7,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.78,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.8,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.9,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.28.13.96,10.28.13,"10.28.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.19.64,10.100.19,"10.100.19|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.194,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.211,10.100.16,10.100.16|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.20.52,10.100.20,10.100.20|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.11.180,10.100.11,10.100.11|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.19.63,10.100.19,"10.100.19|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.20.53,10.100.20,"10.100.20|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.19.65,10.100.19,"10.100.19|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.21.172,10.100.21,"10.100.21|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.210,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.20.51,10.100.20,"10.100.20|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.195,10.100.13,10.100.13|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.19.59,10.100.19,"10.100.19|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.21.168,10.100.21,"10.100.21|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.20.49,10.100.20,"10.100.20|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.20.48,10.100.20,10.100.20|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.19.57,10.100.19,10.100.19|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.16.209,10.100.16,10.100.16|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.13.191,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.193,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.20.46,10.100.20,10.100.20|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.16.208,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.19.50,10.100.19,10.100.19|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.19.51,10.100.19,"10.100.19|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.72,10.100.16,"10.100.16|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,41,1,0,3,0.0952,Low,False
10.100.20.40,10.100.20,"10.100.20|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.19.46,10.100.19,"10.100.19|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.205,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.21.190,10.100.21,"10.100.21|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.179,10.100.11,10.100.11|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.21.193,10.100.21,"10.100.21|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.174,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,75,2,0,7,0.1366,Low,False
10.100.16.202,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,75,2,0,7,0.1366,Low,False
10.100.20.37,10.100.20,"10.100.20|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.21.186,10.100.21,"10.100.21|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.10,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.11,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.12,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.16,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.14,10.100.11,10.100.11|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.11.15,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.13,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.17,10.100.11,10.100.11|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.11.18,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.19,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.20,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.23,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.24,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.25,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.27,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.31,10.100.11,10.100.11|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.11.35,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.36,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.43,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.47,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.5,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.48,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.6,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.11.9,10.100.11,"10.100.11|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.10,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.11,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.12,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.14,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.15,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.16,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.21,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.22,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.25,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.26,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.29,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.30,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.32,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.33,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.35,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.36,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.40,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.42,10.100.13,10.100.13|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.13.47,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.48,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.49,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.51,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.52,10.100.13,"10.100.13|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,41,1,0,3,0.0952,Low,False
10.100.13.53,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.55,10.100.13,"10.100.13|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,41,1,0,3,0.0952,Low,False
10.100.13.6,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.79,10.100.13,"10.100.13|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,41,1,0,3,0.0952,Low,False
10.100.13.8,10.100.13,"10.100.13|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.13.86,10.100.13,"10.100.13|RemoteAccess|22,36000",RemoteAccess,0.5,22|36000,,41,1,0,3,0.0952,Low,False
10.100.16.10,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.12,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.15,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.17,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.18,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.19,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.22,10.100.16,10.100.16|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.16.23,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.24,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.25,10.100.16,10.100.16|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.16.26,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.27,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.28,10.100.16,10.100.16|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.16.30,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.33,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.35,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.38,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.39,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.37,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.40,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
10.100.16.41,10.100.16,10.100.16|Agent|36000,Agent,1.0,36000,,21,1,0,3,0.1706,Low,False
10.100.16.44,10.100.16,"10.100.16|Logging|443,1514,1515",Logging,0.67,443|1514|1515,,22,2,0,7,0.0611,Low,False
